<<<<<<< HEAD
2.057817443894597309e-01 9.620484805030543596e-01
8.952270601605254452e-01 -1.386196088822144734e-01
-5.032014772055943830e-01 8.849207910180461045e-01
8.329756385767870253e-01 9.189600181240005217e-01
-3.425106880373809393e-01 2.978521143677170802e-01
7.352575882661985807e-01 9.698939457161913635e-01
9.216750249041727461e-01 7.448828810053442773e-02
-2.661262680220712884e-01 4.556585355408724336e-01
-2.443070778315798997e-01 4.215992816924647446e-01
1.545087716804619538e-01 9.529065619160700384e-01
-3.609616094419869636e-01 5.742849232635647283e-01
-2.930289522138820324e-01 4.949967383656570519e-01
-3.611323136721027449e-01 5.623748243336450514e-01
8.000585682948188060e-01 -1.657862646655312577e-01
-4.556513171673932661e-01 -6.333383972644017756e-01
2.669757871615550116e-01 3.913497760325836961e-01
-8.259841877540197164e-01 -4.583402311052751088e-01
2.711459446996578038e-01 4.046016616299002999e-01
4.317506491123512813e-01 -7.137916049442747379e-01
8.048464140949986856e-01 3.729671630063458032e-01
5.424249039884070367e-01 -7.589889367316648983e-01
8.330927461641984832e-01 7.622024434758891687e-01
-3.973458838899239787e-01 4.347537532226333212e-01
6.127928611071888909e-01 -8.016507793327243281e-01
7.742058152511823721e-01 2.957656195017149825e-01
3.175933566089810256e-01 -6.475187285146275507e-01
7.640545808868912658e-01 2.651555425965271828e-01
7.632124350247131428e-01 1.653200667197287643e-01
9.576621915686314157e-01 -7.027142727711197523e-01
7.736066409243423925e-01 2.804935774711247998e-01
7.919974191545998687e-01 3.424417860900337285e-01
3.894242562406754482e-01 -6.926509140807388665e-01
-1.839563450865984162e-01 -4.453294001011738334e-01
-1.376885339671720665e-01 -4.740529741323518120e-01
8.172780899775284880e-01 -9.532246652587859082e-01
5.029163883155182146e-01 -7.464132737162532116e-01
7.712194944802902574e-01 8.637927684935639006e-01
7.584327537740724878e-01 2.550610674669812061e-01
-4.937773605572672864e-01 5.986341685101184140e-01
2.282255813200412264e-01 -6.347050611480276050e-01
8.219216660392902885e-01 7.871767725775451474e-01
-8.073868907618009239e-02 -5.032081031178115005e-01
-5.399629946799051616e-01 6.549185279728730880e-01
-3.569113491084496825e-01 3.502730824022937117e-01
4.547221758609490960e-01 -7.270096195147051077e-01
7.762492725703377117e-01 3.193389880911530199e-01
-4.256397837949714713e-01 5.063781793296647793e-01
-2.398447597914403762e-01 -4.158521849162128969e-01
-3.716095184773946514e-01 4.168564410736780301e-01
-4.277750241158326805e-01 5.052209153332283265e-01
-4.807540044823255254e-01 5.612736834520315465e-01
7.901829514565453794e-01 3.363337699865671659e-01
8.272629307569754342e-01 7.754534022854575603e-01
-2.210746405522119318e-01 -4.282006485144507213e-01
-3.759309000620103536e-01 3.893339222781779796e-01
3.746905235780065846e-01 -6.848649686547709781e-01
6.265319380977096841e-01 2.803126195530174503e-01
6.894257454590406731e-01 8.834199717073903946e-01
3.313570778012383533e-01 -3.306264929637325878e-02
6.152674732644924926e-01 2.489161611049108824e-01
6.285906327590946585e-01 2.964979966110209419e-01
6.252503506315394421e-01 2.797956707048148139e-01
1.930936672231361451e-01 -8.117796147644074090e-02
6.301254456637596091e-01 3.039260734763424843e-01
6.270627202410523626e-01 1.165902420381785820e-01
5.356394356798654943e-02 2.794025247780788090e-01
4.307620908755682709e-01 7.266191213132890958e-01
3.719336508623299897e-01 6.772225770765285535e-01
4.611298867784607847e-02 3.023217925567922570e-01
2.159518538149148847e-01 6.465021621927091733e-01
2.549910899081143656e-01 6.416027873179415142e-01
4.255507478966936707e-01 7.189861926379885748e-01
1.055481363789103622e-01 2.401929498896501203e-01
8.576818497056493129e-02 2.469153949652613811e-01
4.270758956754486801e-01 7.189711898465467321e-01
-8.141419031854968402e-01 2.057413601436961503e-01
-7.520516465764925940e-01 6.601679351620121095e-01
-3.391358617750563909e-01 -6.079149954578062509e-01
-7.629887830942532201e-01 5.751162697643126265e-01
-1.530163509761648388e-01 -6.482775851043285353e-01
6.801457176205319977e-01 7.480081521437844660e-01
-6.992436405433488655e-01 5.877010135872205998e-01
5.147863326495847325e-01 4.337738112146506397e-01
-7.741469133687304272e-01 2.746978869997612760e-01
1.277801296710118217e-01 -7.759242275303732672e-01
5.525892072723559423e-01 -9.674201035437772767e-01
-4.339547914518306904e-01 -5.839635465890200550e-01
-7.804252391142676437e-01 3.820522697635748699e-01
9.780697569811845904e-01 3.193102807891505801e-01
8.845940621026991968e-01 -1.977246473046740949e-01
8.804176721230212443e-01 7.012372598686034131e-03
-4.206211650041564720e-01 3.699736539157802984e-01
8.889705495386965861e-01 -6.014632687562215807e-02
-2.443146907578206406e-01 2.340908639779613054e-01
3.886298919259650875e-01 -5.535373809702823777e-01
9.835637341579094306e-01 4.292003366738023074e-01
-2.154920744968893409e-01 1.601933450342862830e-01
8.697165583447502568e-01 -1.348931188618820443e-01
9.859893027483109806e-01 5.654405092419780843e-01
-1.763545995518798204e-01 -1.182836639485156383e-01
9.848024255319780540e-01 4.461468221958476699e-01
-4.151769023633069544e-01 3.547078527673238613e-01
-2.311148741367530235e-01 2.070711896965373722e-01
-2.687262989166374627e-01 2.631131089939368062e-01
9.815285873474122180e-01 7.740757344601839618e-01
9.373519425855000309e-01 9.000967076144078538e-01
4.890378247223405861e-01 -6.114488853329411722e-01
-1.453160879263959426e-01 -2.032480045868172436e-01
9.864459980027936448e-01 4.845857252610537014e-01
9.819566123442630134e-01 7.533654741085613615e-01
9.829175490694291861e-01 3.905623763930673453e-01
-2.529564055126836131e-01 2.451185584202904000e-01
-2.251767177970254163e-01 1.879879261712933403e-01
-5.167266347589301034e-01 9.135789782524120772e-01
-1.834678036441483862e-02 -6.027509129057362358e-01
-5.424443931484337345e-01 8.971586307562611218e-01
-5.332351453243071582e-01 9.091541574488145594e-01
8.597094960644963146e-01 9.662272112301393268e-01
6.439282170056690457e-01 9.747386800603854429e-01
-4.465704092704516626e-01 8.554271752761596348e-01
-2.328695653643073626e-01 -6.233133926760066057e-01
-5.032353893413927803e-01 9.335105472281159944e-01
8.647308245353313438e-03 -5.937246566647769175e-01
-5.205180408427072525e-01 8.265823196599285660e-01
8.742519639933006292e-01 9.693811094551928464e-01
-1.921410781639649734e-01 -6.227702984644387652e-01
-5.001887665909616754e-01 8.793483995119762975e-01
4.091272130783537575e-01 -9.631992569015419559e-01
9.353150039645019564e-01 9.248808280423199690e-01
-8.775482208036637921e-01 2.856172615080916355e-01
9.873144367894359785e-02 -4.782502115154365629e-01
5.782473562718370985e-01 4.377119936029720826e-01
5.972300229429574614e-01 9.642579504240744726e-02
-1.567769936128744490e-01 -2.293913019369067108e-01
3.751042002875442094e-01 -3.688622509184003029e-02
5.598126201653640388e-01 4.613957501322152321e-02
1.991078490690760816e-01 3.083585747810413391e-01
7.626421586593556956e-02 1.981856958556148518e-01
2.407743002744677785e-01 -3.168286716357626709e-01
6.709328813705195405e-01 -5.722420889611079531e-01
5.961893968382958597e-02 -2.006353248936416644e-01
9.734883107347385156e-01 2.724597396430828988e-01
9.742313224203391631e-01 8.118281641238365154e-01
-9.731445754471843568e-01 5.298827445886789000e-01
6.282578798025211242e-01 6.656313689575921178e-01
-6.168519202134243873e-01 -9.671752019836312719e-01
5.780794272078195739e-01 5.784743213444210053e-01
-9.862265791304125617e-01 -3.947331107981495446e-01
-9.674007766550012377e-01 -6.262745378069407565e-01
1.356491284007623754e-01 9.510423955571006838e-01
9.583290102513045694e-01 9.397018105053860371e-01
8.343370435215377023e-01 9.689258575036523435e-01
9.394457887184234357e-01 9.581871726175655857e-01
3.796315147226159148e-01 -6.424169905255623370e-01
5.661759586898069685e-01 3.680841874030887917e-01
6.037155409170369413e-01 -4.771948142960862338e-01
-1.693005769276878514e-01 2.914938524076243764e-01
3.755489475958926349e-01 -4.183386888517373059e-01
-3.067404624972802640e-01 4.414787086389643234e-01
5.044219507319154250e-01 -4.482645065291028796e-01
4.281735357915161799e-02 1.307820960605217131e-01
-5.987490517632676479e-02 2.064487406554373905e-01
6.603384297219061505e-02 -2.583657424190792806e-01
6.793249220240091812e-01 -1.822730795132556647e-01
-1.154722362613076481e-01 2.561038936721495851e-01
-4.554086114478093084e-01 5.649915018608921979e-01
7.246444479759865942e-01 -4.321906573887452918e-01
7.573097951243815684e-01 1.645706524164860518e-01
7.807775461824937313e-01 2.097317067659910661e-01
1.245077748098977199e-02 -3.316356689323520790e-01
-2.773654343325404614e-01 1.965744429606764987e-01
1.856723775027931955e-01 -4.281875626123516909e-01
7.650195662342922365e-01 1.884045836377442606e-01
7.534270039353470061e-01 1.661801887650918852e-01
2.621284744832306224e-01 -4.552230589087220558e-01
7.701052342339865797e-01 2.109121245914890030e-01
7.659749713235173285e-01 1.913891866669055197e-01
-2.714268980457967828e-02 3.799412839851736834e-01
5.823629803919483372e-02 -3.196140587197797700e-01
7.119104874416495310e-01 8.626030357993585973e-02
7.527956021780703999e-01 1.518742857292981752e-01
8.098263886249691401e-01 3.484000517278795783e-01
7.240763478399532271e-01 1.170350317223065595e-01
1.204560115733563919e-01 -4.139230218858820365e-01
2.578303276661204624e-01 -4.486903383031184411e-01
-2.773654343325404614e-01 1.965744429606764987e-01
7.098123598077168417e-01 2.406806970255181977e-02
7.753098180695856545e-01 2.023989954551608239e-01
7.053534713630496000e-01 4.632145223174521931e-02
7.099428586882280401e-01 6.266953405029107582e-02
8.253910510908137876e-01 3.689191045832791449e-01
7.604304865214173148e-01 1.740341118465119630e-01
7.299413315596925411e-01 1.217386774530885285e-01
7.189431765089322468e-01 9.265071489421239370e-02
7.343847795944358214e-01 -7.064024132029200764e-02
-2.655932730802195163e-01 1.649560829469931544e-01
-2.352339607013389511e-01 2.312442561468652791e-01
9.052626382532357185e-01 4.380768874275091651e-01
2.344037717517580832e-01 -4.482509925286972674e-01
7.103672159611251757e-01 2.434350557849765950e-01
8.791418661114822619e-01 7.152510848382943598e-01
7.995901495486160693e-01 -7.678390365387079974e-01
7.157379267125425493e-01 3.496739996829276720e-01
-3.232340097590600259e-01 4.900428081203437314e-01
4.502147722160697585e-01 -5.338062673459387231e-01
-2.397828750151664856e-01 3.593484258946323395e-01
7.694760275713217190e-01 5.357774003830286791e-01
9.342798204195625900e-01 -5.478781000585222216e-01
-2.563296015880613954e-01 -1.620314925884449586e-01
-4.169107492184949137e-01 -8.321056421889405641e-03
-4.403675238218804910e-01 4.459548217652320456e-02
5.004760988178680314e-01 -8.561471601551478017e-01
-3.534770982400190498e-01 -9.392885666023276237e-02
-2.285296696722451948e-01 -1.133294432193387991e-01
-4.429401492186435529e-01 4.123548517893482757e-02
2.852200509616997781e-02 -4.062345821152242298e-01
1.586497901159238388e-01 -5.445750856679099083e-01
6.586363269162736067e-01 3.980115400680666049e-01
6.487659271352261836e-01 -6.024557233191885075e-02
8.090326148403192974e-02 -5.013893379952707452e-01
-9.771173542017552727e-02 -3.087205886720130188e-01
-3.997035206674124375e-01 -2.245108440951826267e-02
7.711064184515591391e-01 3.496786126357352975e-01
3.707057445993707789e-01 -4.382091429386296699e-01
-7.434780433468808347e-01 2.204316474165625150e-01
-7.530697674562976118e-01 2.337655319515130614e-01
-7.119329651702022144e-01 3.545003777649663457e-01
-7.387154084822067368e-01 3.078444938006343889e-01
-7.464356897028727733e-01 2.372984256815471316e-01
-6.087111895290377994e-01 -2.989824604028434862e-01
-7.046360361039070153e-01 4.138957369703332168e-01
-6.078248674751511871e-01 -2.222151078441427785e-01
2.417104598428729823e-01 -4.149777278008557335e-01
6.721234840077863204e-01 2.657853496820945516e-01
-6.949872977306312816e-01 -1.864264100265167201e-01
-6.881669459767676411e-01 3.750929123187388692e-01
7.199948979305956787e-01 -6.526379523003500438e-02
-6.972573957160768110e-01 4.767198494506190709e-01
-7.621092347000180123e-01 1.577676038058682950e-01
-7.559499095857959983e-01 1.662401783316521664e-01
-7.443223711161202072e-01 2.037759757033030805e-01
4.947420083632492194e-02 -5.427626459037733220e-01
-3.729475154658536962e-01 -3.572366058931937260e-01
-5.344896086397814550e-01 7.106314211749098497e-02
6.378242190032588077e-01 -1.398362005803881480e-01
-5.890755251275261450e-01 1.913993668355956634e-01
-5.354482643988436319e-01 5.242233247632466231e-02
-6.208296745125116978e-01 2.169121434192303743e-01
-4.918214672330800674e-02 -5.722220565040918583e-01
-5.114738951578492454e-01 -1.282990343869312433e-01
3.917688488496963162e-01 -8.003356681581390575e-01
-7.982667071872207032e-01 3.186426327966574990e-01
-3.641849934881729034e-01 -3.867481974356881125e-01
3.879042677361449476e-01 -7.962434196579621926e-01
-9.474638299431337174e-02 -5.947404101838680290e-01
-2.925386604834541160e-01 -4.007883706646147015e-01
5.011748690072981294e-01 -8.671907924679378432e-01
-6.559263574822102871e-01 3.468947789215837130e-01
-5.561572381414614519e-01 -6.239356261497164269e-02
-4.231583460425305532e-01 -2.916635256499024997e-01
4.869827880859168845e-01 2.386372564923651129e-01
6.058501586296258790e-01 2.126801152295073605e-01
3.909458105279163265e-01 -6.845871009830051257e-02
6.051026450691407987e-01 1.835057733257741130e-01
3.651815767354700260e-01 -6.028873853508720515e-02
4.666699212180863698e-01 -9.799243001988866553e-02
4.897005600661353819e-01 -1.057111263039065552e-01
6.088635423838888450e-01 2.259972167308680335e-01
6.067989155245920863e-01 2.156492195785171262e-01
2.098421958893292860e-02 -1.007341733601649914e-01
7.347128179825102023e-02 -6.438099129752172800e-02
1.186073731646555274e-01 -4.424380270793526471e-02
4.265179742544137342e-01 -8.381608467814949393e-02
5.167910793560549498e-01 -1.212846288047708665e-01
6.211374422510196336e-01 2.659484155146607520e-01
-3.318738841566766240e-01 2.079766270471450351e-01
-5.549439564579823347e-01 3.823612620137245566e-01
8.010187024640365028e-01 9.749675837847969762e-01
1.372566334780974673e-01 -5.686928001796232035e-01
-4.905692204595457628e-01 3.357929261323752135e-01
1.718683636789875013e-01 -5.937524284762498716e-01
-4.980685384549168315e-01 3.076476947010939877e-01
9.613015622854549358e-01 4.314868870299617409e-01
9.435768489771905188e-01 4.855877916159597740e-01
-2.396212454057775609e-01 1.926674170180139312e-01
-6.706503994501751276e-01 3.582547371685319559e-01
-4.737979822973981126e-01 2.474416707709449215e-01
7.214331097977335627e-01 -2.060338732960784736e-01
4.305743716743398730e-01 -6.183680616564213306e-01
2.054082561888981306e-01 -5.130645184179287721e-01
7.832631008540674733e-01 -9.263693456057648934e-01
5.951958210196605092e-01 -7.514201527267188041e-01
-1.455083793540905557e-01 -4.103548867559325686e-02
1.168955554002804043e-01 -3.973606654118173598e-01
-3.604682196684896311e-01 2.548199690529686645e-01
-1.771585694086250662e-01 2.070913556444354819e-01
-1.061056361506145240e-01 -5.854918231776151671e-02
7.925283417308266465e-01 7.485344445744694930e-01
-1.680437744256191301e-02 -1.702828138402292524e-01
-3.987283536527175265e-02 -1.438472807536668174e-01
-2.090974371144840305e-01 2.673587040831657546e-01
3.291645370563246464e-01 -4.055019779595465668e-01
-2.390707759410797273e-01 2.465729230917533821e-01
-2.673326836694236430e-01 2.562649707556693413e-01
7.810893683951010136e-01 -2.471003750826386014e-01
-1.424217365543836156e-01 1.601824998352598950e-01
-1.950647033197909774e-01 2.164405352671738836e-01
9.069599689766474349e-01 -5.319806710196017807e-01
-2.734111985195231131e-01 2.435908862449037704e-01
-1.779699400800016651e-01 1.952062924817639100e-01
-4.790850349563169353e-02 -1.532184870217372374e-01
2.213488343381043721e-01 -3.642042677518588789e-01
-7.536436975108240510e-02 -1.380752957628017530e-01
9.078699453031960909e-01 -5.129030570272148370e-01
-1.295816191259167027e-01 1.191078750520846441e-01
5.497175035057005887e-01 -5.299689724786815770e-01
6.970910085542321166e-01 1.988193513273526225e-01
9.027110014886667866e-01 -5.155466392241174756e-01
-1.909278223413315434e-01 2.050861190536629186e-01
-1.384193170319125699e-02 -1.715104955985953250e-01
4.535480004137568688e-01 -4.816346583845751983e-01
1.215457533617587682e-01 -2.916672410359517631e-01
8.965285871785011462e-01 -6.086078554958436193e-01
8.533081601418217588e-01 -6.860915995809948598e-01
7.500410696113365416e-01 4.333921140132271921e-01
-1.574205432325705978e-01 1.744018489522318749e-01
-4.477449888553384216e-01 3.046230250080911306e-01
-3.130429840947126507e-01 2.695013672519378511e-01
-2.476755836426161039e-01 2.304840044558595924e-01
7.594828646475872969e-01 -6.662416449539323438e-01
-4.212992820568062236e-02 -1.541441720030705120e-01
7.976157666599875684e-01 6.503581988206600384e-01
-7.548128625558818694e-01 2.193193202824931243e-01
-2.090522459086658902e-01 2.675176434030943629e-01
7.794655264498666636e-01 6.578531538159499981e-01
7.266156380756741973e-01 3.797375933904986178e-01
-1.519983919201959299e-01 1.472037820069596048e-01
7.139363182441639255e-01 2.880346403904159303e-01
-1.174614734688752549e-01 8.638264764786818262e-02
-1.713076419335166634e-01 1.927007610519735348e-01
-6.860843120605741863e-01 2.775124132882401673e-01
-1.430653062276758813e-01 1.678308818055966878e-01
-1.645112875449068479e-01 1.875697953741261026e-01
-2.959902839607915226e-01 2.669154956374978349e-01
-3.366992854280974612e-01 2.904839659478736236e-01
7.209787807818355265e-01 2.940061591869309598e-01
-4.597851364742209235e-01 3.074906775330211728e-01
-2.326569267536475749e-01 2.331511422833437708e-01
-2.678912629867584716e-01 2.562221669757109854e-01
8.839877364305047669e-01 -6.653874067860570118e-01
4.497992499202816408e-01 -4.775873842177045248e-01
-2.391397883166901384e-01 2.467474340216545547e-01
-6.860843120605741863e-01 2.775124132882401673e-01
1.999158339735407353e-02 -2.024183437045445899e-01
2.281441367923330299e-01 -3.668163400084614167e-01
8.986772738755439693e-01 -5.552138386221832089e-01
-3.568696306597807233e-01 2.900144711983635437e-01
-2.477511868261361716e-01 2.308054970090320790e-01
-2.733581202505290797e-01 2.541668430504934184e-01
-2.469184086132525380e-01 2.455668383382734188e-01
-1.906227251007310830e-01 2.050390285715627536e-01
9.103876791822198555e-01 -4.929603290098771851e-01
-4.788539038405192905e-02 -1.532154597432944243e-01
-3.464979299932859913e-01 2.970654229864139184e-01
-1.425466306843645725e-01 1.605316559287847111e-01
-7.792387516846102091e-01 2.886786609430660455e-01
8.933877692083040944e-01 -4.843818283705374483e-01
-3.882030247468639672e-01 7.575222798346992192e-01
-1.150404329344028032e-01 -2.678859354781157887e-01
-8.954951575715486278e-02 -2.817118737393013994e-01
-1.575220072841336805e-01 -2.289238602321033156e-01
-5.293710438641545668e-01 4.441264096339441192e-01
-1.714148026990229834e-01 -2.106124166794542951e-01
-4.701144200005518137e-01 3.822037167892921028e-01
-1.233921515125393498e-01 -2.413158316151622351e-01
-5.148655638009327351e-01 3.944664600898114548e-01
-4.762733792168485358e-01 4.019340195512811631e-01
-5.169915387067651746e-01 4.186309101162013491e-01
-5.342783089404805619e-01 4.149371450571424091e-01
6.964333960173474392e-01 4.989368099760720376e-01
3.081290859056950993e-03 3.839773681996416776e-02
-3.546372731472158257e-01 1.994208519776986543e-01
-3.193313076950317075e-01 1.390412988284366325e-01
8.674910473158190527e-01 8.690866570578892336e-01
-3.156124697790929634e-01 2.078114437292931660e-01
7.184065081018232712e-01 -9.355479361774299285e-01
8.926387607950793113e-01 -7.415843441049299045e-01
-2.619520430357715757e-01 9.502150272554680255e-01
-1.328389626992689809e-01 -3.699573315380098038e-01
-2.624184562846640922e-01 9.577114123661593093e-01
7.652670245491262069e-01 -1.184595703834723235e-01
-4.992390401536981326e-01 -5.254400011522417646e-01
4.120763211822398020e-01 8.368181207252940457e-01
6.221357954502344523e-01 2.153799364082145118e-01
2.902997748537430311e-01 -2.648454304376726132e-01
-2.666972374624945186e-01 -2.821315506201218515e-01
8.125407446760959385e-01 3.926419237144275209e-01
2.471369669294076754e-02 -2.242900678631207789e-01
9.325769426765890824e-01 -7.117048012438405014e-01
-3.223557105418006774e-01 -6.535201135879271650e-01
-6.530520201891527599e-01 -2.097630769179947841e-02
-4.638881093015674306e-01 3.455425939513030453e-01
1.359960282245912255e-01 -2.229816024821593690e-01
-2.953686146447043193e-01 -4.254283728127543629e-01
4.691365434624373831e-01 -4.850515259730139306e-01
4.821083313622260835e-01 7.933725341193289538e-01
-3.493130349625317432e-01 -3.418741102005755650e-01
2.675016772216527450e-01 3.562003854655894086e-01
-1.769716458318173480e-01 2.937578033106286179e-01
2.787980177877114052e-01 3.649019663015167225e-01
-1.946749927832061022e-01 3.852678786210786965e-01
1.590991601662099519e-01 1.011186318785043392e-01
5.950156639016177529e-01 -2.625365873600202793e-01
5.809261003293229031e-01 5.264696114483001788e-01
9.584988912670411310e-02 -5.813905179493532582e-01
2.821152685558966366e-01 -4.101578710625066737e-01
-2.387254288291278392e-01 1.257453618097347237e-01
1.398623064996037391e-01 3.846416909652420335e-01
3.987194030264286093e-01 -4.639744989503891137e-01
3.706914735523315629e-01 9.592255780648276664e-01
-8.089036504610647160e-01 3.582613044051674578e-01
-5.942735326011860941e-01 2.146478746116950997e-01
2.062008050083027344e-01 -2.652899718979433441e-01
3.815158152510796929e-01 -2.567864440833955708e-01
5.948611692541652118e-01 5.956910798374001059e-01
1.051514775305214533e-01 -5.237350793634232282e-01
-2.361102609882306247e-01 3.249705534752824754e-01
5.008581586256870555e-01 3.883405440100513584e-01
1.347606645616543641e-01 -6.112709235180635581e-01
2.815201226664517664e-01 -9.166721801666990466e-01
8.047978988927606547e-01 6.458267718805283941e-01
1.483019436868080465e-01 4.713749619372915589e-01
9.852233925284548111e-02 -4.019186872351010464e-01
3.852089327786645256e-02 -2.430756671878824271e-01
-6.765274973716111084e-01 4.899211053166464547e-01
8.160415152683989648e-01 2.130399887309070150e-01
-3.030876186091118196e-01 -1.234375157107403531e-01
7.812851670564813222e-01 -9.176738788293992144e-02
8.594933995436484508e-01 7.594566316605346756e-01
4.119721921525291153e-01 2.857608243441692730e-01
7.650492711307373961e-01 -6.299965438267918216e-02
6.667517518411867350e-01 -7.443312148009881835e-01
6.008650631594660840e-01 -8.132128218347169923e-01
3.150589022311648391e-01 2.844402368179165252e-01
7.917434595327578206e-01 -5.334432876392258827e-02
7.654153910449302822e-01 -4.081516283400143941e-01
6.909408872308272498e-01 -1.741975603169354514e-01
5.679331232065585322e-01 4.203005251327168734e-01
-2.134601018901634006e-01 -7.302593551038605302e-01
-2.585150945623211349e-01 4.324975139208776520e-01
-5.479983876578045088e-01 -2.582956995738243666e-01
-2.529458600171383686e-01 2.064034643897835197e-01
-4.404358422935308326e-01 -5.754251103528227329e-01
-6.490898793985033777e-02 2.067567367881939511e-03
3.228939228844940335e-02 -1.367185317698642599e-01
2.746477347021366588e-01 -4.043595941222621892e-01
6.466485294115948967e-01 1.357783986131764209e-01
7.752994556287122752e-01 5.304838324681553363e-01
-8.854280560977900727e-02 1.100345155309828682e-01
5.265329049114366722e-01 4.611944412666673099e-01
5.657852847559996512e-02 3.776167489795383414e-01
4.931604755305833976e-01 7.563479535102781703e-01
9.205919057540934425e-02 -2.123773350310116381e-01
